arrival_date,arrival_date_day_of_month,arrival_date_week_number,arrival_month,arrival_year,avg_price_per_room,booking_id,booking_status,country,email,hotel,lead_time,market_segment_type,stays_in_week_nights,stays_in_weekend_nights
Unknown,2,27,,2015,137.0,Unknown,not cancelled,rou,amy.green56@gmail.com,resort hotel,70,direct,3,2
Unknown,21,30,,2015,95.57,Unknown,not cancelled,che,ward.alyssa@yandex.com,resort hotel,102,offline ta/to,5,2
Unknown,27,35,,2015,153.0,Unknown,not cancelled,prt,srodgers@gmail.com,resort hotel,1,online ta,1,0
Unknown,6,37,,2015,149.0,Unknown,cancelled,prt,charles_lewis@zoho.com,resort hotel,32,offline ta/to,0,1
Unknown,12,37,,2015,58.05,Unknown,not cancelled,deu,matthewbrady@zoho.com,resort hotel,0,offline ta/to,5,2
Unknown,19,38,,2015,0.0,Unknown,cancelled,prt,yvette.noble14@yandex.com,resort hotel,347,offline ta/to,5,2
Unknown,9,41,,2015,92.0,Unknown,cancelled,esp,daniel_r@yahoo.com,resort hotel,78,groups,2,1
Unknown,27,44,,2015,49.01,Unknown,not cancelled,prt,brown.raymond40@outlook.com,resort hotel,61,offline ta/to,5,2
Unknown,31,44,,2015,36.0,Unknown,not cancelled,prt,carroll.kevin12@zoho.com,resort hotel,155,groups,1,0
Unknown,26,48,,2015,64.0,Unknown,not cancelled,irl,arthurpowers@aol.com,resort hotel,14,online ta,3,0
Unknown,14,51,,2015,26.95,Unknown,not cancelled,gbr,lgonzalez@yahoo.com,resort hotel,103,online ta,4,1
Unknown,17,51,,2015,45.33,Unknown,not cancelled,deu,erik_j@gmail.com,resort hotel,49,offline ta/to,13,6
Unknown,23,52,,2015,37.67,Unknown,not cancelled,irl,cynthialogan@verizon.com,resort hotel,99,online ta,4,2
Unknown,12,3,,2016,41.4,Unknown,cancelled,prt,bowman.eric@verizon.com,resort hotel,99,online ta,10,2
Unknown,6,6,,2016,59.4,Unknown,cancelled,prt,thomas_paul83@gmail.com,resort hotel,155,online ta,2,2
Unknown,12,7,,2016,68.0,Unknown,cancelled,prt,annawilliams@aol.com,resort hotel,112,groups,2,0
Unknown,20,8,,2016,63.9,Unknown,not cancelled,gbr,mr._m@yandex.com,resort hotel,108,offline ta/to,10,4
Unknown,12,11,,2016,34.2,Unknown,cancelled,prt,robert_b@yandex.com,resort hotel,65,offline ta/to,3,2
Unknown,27,14,,2016,50.67,Unknown,cancelled,prt,jessica.martinez@comcast.net,resort hotel,67,online ta,4,2
Unknown,31,14,,2016,60.0,Unknown,not cancelled,bel,bonnie_p@mail.com,resort hotel,169,groups,3,1
Unknown,7,15,,2016,64.0,Unknown,cancelled,prt,matthew.evans95@hotmail.com,resort hotel,85,groups,3,0
