arrival_date,arrival_date_day_of_month,arrival_date_week_number,arrival_month,arrival_year,avg_price_per_room,booking_id,booking_status,country,email,hotel,lead_time,market_segment_type,stays_in_week_nights,stays_in_weekend_nights
2,Unknown,Unknown,10,2017,65.0,INN00001,cancelled,Unknown,Unknown,Unknown,224,offline,2,1
6,Unknown,Unknown,11,2018,106.68,INN00002,cancelled,Unknown,Unknown,Unknown,5,online,3,2
28,Unknown,Unknown,2,2018,60.0,INN00003,cancelled,Unknown,Unknown,Unknown,1,online,1,2
20,Unknown,Unknown,5,2018,100.0,INN00004,cancelled,Unknown,Unknown,Unknown,211,online,2,0
11,Unknown,Unknown,4,2018,94.5,INN00005,cancelled,Unknown,Unknown,Unknown,48,online,1,1
13,Unknown,Unknown,9,2018,115.0,INN00006,cancelled,Unknown,Unknown,Unknown,346,online,2,0
15,Unknown,Unknown,10,2017,107.55,INN00007,cancelled,Unknown,Unknown,Unknown,34,online,3,1
26,Unknown,Unknown,12,2018,105.61,INN00008,cancelled,Unknown,Unknown,Unknown,83,online,3,1
6,Unknown,Unknown,7,2018,96.9,INN00009,cancelled,Unknown,Unknown,Unknown,121,offline,4,0
18,Unknown,Unknown,10,2018,133.44,INN00010,cancelled,Unknown,Unknown,Unknown,44,online,5,0
11,Unknown,Unknown,9,2018,85.03,INN00011,cancelled,Unknown,Unknown,Unknown,0,online,0,1
30,Unknown,Unknown,4,2018,140.4,INN00012,cancelled,Unknown,Unknown,Unknown,35,online,1,2
26,Unknown,Unknown,11,2018,88.0,INN00013,cancelled,Unknown,Unknown,Unknown,30,online,1,2
20,Unknown,Unknown,11,2018,90.0,INN00014,cancelled,Unknown,Unknown,Unknown,95,online,0,2
20,Unknown,Unknown,10,2017,94.5,INN00015,cancelled,Unknown,Unknown,Unknown,47,online,2,0
15,Unknown,Unknown,6,2018,115.0,INN00016,cancelled,Unknown,Unknown,Unknown,256,online,2,0
5,Unknown,Unknown,10,2017,96.0,INN00017,cancelled,Unknown,Unknown,Unknown,0,offline,0,1
10,Unknown,Unknown,8,2017,96.0,INN00018,cancelled,Unknown,Unknown,Unknown,1,online,3,1
30,Unknown,Unknown,10,2017,65.0,INN00019,cancelled,Unknown,Unknown,Unknown,99,online,2,2
4,Unknown,Unknown,10,2017,72.0,INN00020,cancelled,Unknown,Unknown,Unknown,12,offline,0,1
30,Unknown,Unknown,10,2017,65.0,INN00021,cancelled,Unknown,Unknown,Unknown,99,online,2,2
25,Unknown,Unknown,11,2018,67.0,INN00022,cancelled,Unknown,Unknown,Unknown,122,corporate,1,0
20,Unknown,Unknown,3,2018,85.0,INN00023,cancelled,Unknown,Unknown,Unknown,2,offline,4,2
13,Unknown,Unknown,10,2018,105.0,INN00024,cancelled,Unknown,Unknown,Unknown,37,offline,3,0
22,Unknown,Unknown,5,2018,94.5,INN00025,cancelled,Unknown,Unknown,Unknown,130,online,1,2
28,Unknown,Unknown,4,2018,114.3,INN00026,cancelled,Unknown,Unknown,Unknown,99,online,2,0
21,Unknown,Unknown,9,2017,65.0,INN00027,cancelled,Unknown,Unknown,Unknown,60,offline,1,1
19,Unknown,Unknown,5,2018,110.0,INN00028,cancelled,Unknown,Unknown,Unknown,2,aviation,2,0
6,Unknown,Unknown,11,2017,37.33,INN00029,cancelled,Unknown,Unknown,Unknown,37,online,2,1
17,Unknown,Unknown,9,2017,82.0,INN00030,cancelled,Unknown,Unknown,Unknown,56,offline,2,0
19,Unknown,Unknown,9,2017,177.5,INN00031,cancelled,Unknown,Unknown,Unknown,3,online,1,1
13,Unknown,Unknown,11,2018,87.5,INN00032,cancelled,Unknown,Unknown,Unknown,107,online,2,2
7,Unknown,Unknown,12,2018,82.44,INN00033,cancelled,Unknown,Unknown,Unknown,56,online,3,0
9,Unknown,Unknown,1,2018,69.5,INN00034,cancelled,Unknown,Unknown,Unknown,2,online,1,0
7,Unknown,Unknown,10,2018,85.5,INN00035,cancelled,Unknown,Unknown,Unknown,72,offline,2,0
27,Unknown,Unknown,4,2018,115.0,INN00036,cancelled,Unknown,Unknown,Unknown,23,online,1,0
19,Unknown,Unknown,6,2018,81.0,INN00037,cancelled,Unknown,Unknown,Unknown,34,online,1,2
17,Unknown,Unknown,10,2017,67.0,INN00038,cancelled,Unknown,Unknown,Unknown,289,offline,1,0
19,Unknown,Unknown,11,2018,63.75,INN00039,cancelled,Unknown,Unknown,Unknown,247,online,3,2
30,Unknown,Unknown,7,2018,121.8,INN00040,cancelled,Unknown,Unknown,Unknown,186,online,1,2
1,Unknown,Unknown,11,2018,93.6,INN00041,cancelled,Unknown,Unknown,Unknown,64,online,4,0
21,Unknown,Unknown,6,2018,102.0,INN00042,cancelled,Unknown,Unknown,Unknown,35,online,2,0
10,Unknown,Unknown,4,2018,121.8,INN00043,cancelled,Unknown,Unknown,Unknown,96,online,1,2
27,Unknown,Unknown,6,2018,98.1,INN00044,cancelled,Unknown,Unknown,Unknown,41,online,1,1
18,Unknown,Unknown,11,2017,60.0,INN00045,cancelled,Unknown,Unknown,Unknown,55,offline,4,0
29,Unknown,Unknown,12,2017,75.0,INN00046,cancelled,Unknown,Unknown,Unknown,146,offline,3,0
20,Unknown,Unknown,11,2017,73.0,INN00047,cancelled,Unknown,Unknown,Unknown,32,offline,2,0
6,Unknown,Unknown,4,2018,104.0,INN00048,cancelled,Unknown,Unknown,Unknown,55,offline,1,0
1,Unknown,Unknown,11,2018,79.2,INN00049,cancelled,Unknown,Unknown,Unknown,57,online,4,0
29,Unknown,Unknown,12,2018,125.8,INN00050,cancelled,Unknown,Unknown,Unknown,7,online,3,1
30,Unknown,Unknown,5,2018,87.95,INN00051,cancelled,Unknown,Unknown,Unknown,124,online,5,2
22,Unknown,Unknown,4,2018,106.0,INN00052,cancelled,Unknown,Unknown,Unknown,169,online,2,2
16,Unknown,Unknown,5,2018,136.67,INN00053,cancelled,Unknown,Unknown,Unknown,6,online,2,1
11,Unknown,Unknown,11,2017,60.0,INN00054,cancelled,Unknown,Unknown,Unknown,51,offline,4,0
13,Unknown,Unknown,6,2018,89.0,INN00055,cancelled,Unknown,Unknown,Unknown,13,online,0,1
19,Unknown,Unknown,5,2018,136.0,INN00056,cancelled,Unknown,Unknown,Unknown,100,online,3,1
28,Unknown,Unknown,7,2018,94.5,INN00057,cancelled,Unknown,Unknown,Unknown,139,online,1,0
26,Unknown,Unknown,12,2018,93.6,INN00058,cancelled,Unknown,Unknown,Unknown,117,online,2,1
20,Unknown,Unknown,4,2018,120.6,INN00059,cancelled,Unknown,Unknown,Unknown,39,online,4,1
6,Unknown,Unknown,4,2018,99.3,INN00060,cancelled,Unknown,Unknown,Unknown,86,online,3,0
2,Unknown,Unknown,9,2018,258.0,INN00061,cancelled,Unknown,Unknown,Unknown,2,online,1,0
3,Unknown,Unknown,5,2018,120.12,INN00062,cancelled,Unknown,Unknown,Unknown,19,online,3,0
24,Unknown,Unknown,6,2018,95.0,INN00063,cancelled,Unknown,Unknown,Unknown,192,offline,2,0
10,Unknown,Unknown,9,2017,0.0,INN00064,cancelled,Unknown,Unknown,Unknown,2,complementary,1,0
18,Unknown,Unknown,12,2018,75.0,INN00065,cancelled,Unknown,Unknown,Unknown,86,offline,1,2
5,Unknown,Unknown,10,2018,157.5,INN00066,cancelled,Unknown,Unknown,Unknown,30,online,3,0
3,Unknown,Unknown,6,2018,97.7,INN00067,cancelled,Unknown,Unknown,Unknown,179,online,2,0
15,Unknown,Unknown,4,2018,142.0,INN00068,cancelled,Unknown,Unknown,Unknown,26,online,2,0
6,Unknown,Unknown,4,2018,80.0,INN00069,cancelled,Unknown,Unknown,Unknown,55,offline,1,0
25,Unknown,Unknown,4,2018,85.5,INN00070,cancelled,Unknown,Unknown,Unknown,74,online,2,1
25,Unknown,Unknown,8,2018,100.0,INN00071,cancelled,Unknown,Unknown,Unknown,143,offline,3,0
14,Unknown,Unknown,11,2018,88.0,INN00072,cancelled,Unknown,Unknown,Unknown,34,online,0,1
29,Unknown,Unknown,8,2018,122.85,INN00073,cancelled,Unknown,Unknown,Unknown,30,online,1,1
3,Unknown,Unknown,6,2018,100.0,INN00074,cancelled,Unknown,Unknown,Unknown,177,online,2,0
25,Unknown,Unknown,10,2017,75.0,INN00075,cancelled,Unknown,Unknown,Unknown,34,offline,3,2
9,Unknown,Unknown,3,2018,116.8,INN00076,cancelled,Unknown,Unknown,Unknown,18,online,4,1
31,Unknown,Unknown,12,2018,121.5,INN00077,cancelled,Unknown,Unknown,Unknown,267,online,1,1
27,Unknown,Unknown,6,2018,111.9,INN00078,cancelled,Unknown,Unknown,Unknown,64,online,2,1
28,Unknown,Unknown,6,2018,121.55,INN00079,cancelled,Unknown,Unknown,Unknown,155,online,5,2
29,Unknown,Unknown,3,2018,75.0,INN00080,cancelled,Unknown,Unknown,Unknown,46,offline,5,0
1,Unknown,Unknown,4,2018,159.3,INN00081,cancelled,Unknown,Unknown,Unknown,83,online,2,0
11,Unknown,Unknown,10,2018,132.3,INN00082,cancelled,Unknown,Unknown,Unknown,128,online,5,0
25,Unknown,Unknown,12,2018,88.0,INN00083,cancelled,Unknown,Unknown,Unknown,20,online,0,2
14,Unknown,Unknown,3,2018,98.82,INN00084,cancelled,Unknown,Unknown,Unknown,40,online,4,1
4,Unknown,Unknown,3,2018,98.3,INN00085,cancelled,Unknown,Unknown,Unknown,46,online,2,1
17,Unknown,Unknown,10,2018,150.0,INN00086,cancelled,Unknown,Unknown,Unknown,1,online,0,1
4,Unknown,Unknown,9,2018,96.05,INN00087,cancelled,Unknown,Unknown,Unknown,196,online,3,2
15,Unknown,Unknown,6,2018,130.0,INN00088,cancelled,Unknown,Unknown,Unknown,188,online,2,0
10,Unknown,Unknown,12,2018,95.0,INN00089,cancelled,Unknown,Unknown,Unknown,17,online,1,0
9,Unknown,Unknown,8,2018,113.56,INN00090,cancelled,Unknown,Unknown,Unknown,146,offline,3,0
5,Unknown,Unknown,5,2018,101.58,INN00091,cancelled,Unknown,Unknown,Unknown,110,online,3,1
18,Unknown,Unknown,3,2018,105.3,INN00092,cancelled,Unknown,Unknown,Unknown,68,online,2,1
9,Unknown,Unknown,4,2018,115.8,INN00093,cancelled,Unknown,Unknown,Unknown,73,online,1,2
19,Unknown,Unknown,5,2018,149.4,INN00094,cancelled,Unknown,Unknown,Unknown,92,online,1,0
30,Unknown,Unknown,8,2018,111.59,INN00095,cancelled,Unknown,Unknown,Unknown,171,online,5,2
4,Unknown,Unknown,8,2018,130.5,INN00096,cancelled,Unknown,Unknown,Unknown,134,online,2,0
18,Unknown,Unknown,8,2018,115.0,INN00097,cancelled,Unknown,Unknown,Unknown,320,online,2,0
13,Unknown,Unknown,4,2018,90.95,INN00098,cancelled,Unknown,Unknown,Unknown,118,online,4,0
17,Unknown,Unknown,11,2018,76.08,INN00099,cancelled,Unknown,Unknown,Unknown,30,online,3,0
22,Unknown,Unknown,12,2018,156.9,INN00100,cancelled,Unknown,Unknown,Unknown,30,online,3,1
23,Unknown,Unknown,10,2018,85.5,INN00101,cancelled,Unknown,Unknown,Unknown,189,online,0,1
13,Unknown,Unknown,5,2018,159.3,INN00102,cancelled,Unknown,Unknown,Unknown,55,online,2,1
13,Unknown,Unknown,12,2018,74.8,INN00103,cancelled,Unknown,Unknown,Unknown,55,online,4,0
31,Unknown,Unknown,10,2017,95.0,INN00104,cancelled,Unknown,Unknown,Unknown,16,online,1,0
8,Unknown,Unknown,10,2017,107.0,INN00105,cancelled,Unknown,Unknown,Unknown,24,online,3,0
16,Unknown,Unknown,2,2018,64.0,INN00106,cancelled,Unknown,Unknown,Unknown,8,offline,3,0
2,Unknown,Unknown,11,2017,82.95,INN00107,cancelled,Unknown,Unknown,Unknown,10,online,4,1
21,Unknown,Unknown,9,2017,155.0,INN00108,cancelled,Unknown,Unknown,Unknown,0,online,3,1
30,Unknown,Unknown,6,2018,101.68,INN00109,cancelled,Unknown,Unknown,Unknown,12,online,1,0
5,Unknown,Unknown,9,2017,94.5,INN00110,cancelled,Unknown,Unknown,Unknown,32,online,1,2
30,Unknown,Unknown,9,2018,117.9,INN00111,cancelled,Unknown,Unknown,Unknown,182,online,2,0
27,Unknown,Unknown,6,2018,127.0,INN00112,cancelled,Unknown,Unknown,Unknown,1,online,0,1
16,Unknown,Unknown,6,2018,116.1,INN00113,cancelled,Unknown,Unknown,Unknown,122,online,3,0
30,Unknown,Unknown,6,2018,117.9,INN00114,cancelled,Unknown,Unknown,Unknown,40,online,3,2
26,Unknown,Unknown,6,2018,184.24,INN00115,cancelled,Unknown,Unknown,Unknown,116,online,2,2
13,Unknown,Unknown,8,2018,155.7,INN00116,cancelled,Unknown,Unknown,Unknown,123,online,2,2
