arrival_date,arrival_date_day_of_month,arrival_date_week_number,arrival_month,arrival_year,avg_price_per_room,booking_id,booking_status,country,email,hotel,lead_time,market_segment_type,stays_in_week_nights,stays_in_weekend_nights
Unknown,20,30,,2015,179.1,Unknown,cancelled,prt,erica.calderon@protonmail.com,resort hotel,118,online ta,5,2
Unknown,21,30,,2015,99.5,Unknown,not cancelled,prt,erika_g@zoho.com,resort hotel,5,corporate,2,0
Unknown,31,31,,2015,111.92,Unknown,cancelled,prt,jlopez30@xfinity.com,resort hotel,23,direct,2,1
Unknown,27,35,,2015,75.53,Unknown,not cancelled,irl,larrypadilla@protonmail.com,resort hotel,45,offline ta/to,5,2
Unknown,30,36,,2015,71.72,Unknown,not cancelled,gbr,seth_b@outlook.com,resort hotel,103,online ta,1,2
Unknown,6,37,,2015,79.5,Unknown,not cancelled,prt,stephenson_ana97@comcast.net,resort hotel,94,offline ta/to,5,2
Unknown,2,40,,2015,117.0,Unknown,cancelled,prt,charles_j@protonmail.com,resort hotel,29,direct,2,1
Unknown,4,41,,2015,78.2,Unknown,not cancelled,gbr,gregorylang@verizon.com,resort hotel,54,offline ta/to,7,4
Unknown,9,41,,2015,92.0,Unknown,cancelled,esp,jennifer.c44@yahoo.com,resort hotel,78,groups,2,1
Unknown,9,41,,2015,73.68,Unknown,not cancelled,esp,phillipnguyen@zoho.com,resort hotel,7,offline ta/to,3,2
Unknown,21,43,,2015,55.0,Unknown,cancelled,prt,catherine_c@comcast.net,resort hotel,107,online ta,5,2
Unknown,24,43,,2015,39.0,Unknown,not cancelled,prt,dalvarado@outlook.com,resort hotel,0,direct,1,0
Unknown,18,47,,2015,69.0,Unknown,not cancelled,esp,pmartinez30@xfinity.com,resort hotel,105,offline ta/to,4,2
Unknown,20,47,,2015,64.0,Unknown,cancelled,prt,taylorhorton@yandex.com,resort hotel,36,groups,2,0
Unknown,26,48,,2015,36.0,Unknown,not cancelled,nld,edward.strickland@att.com,resort hotel,57,online ta,3,0
Unknown,5,49,,2015,70.0,Unknown,cancelled,prt,amandaschmidt15@att.com,resort hotel,44,groups,1,2
Unknown,18,12,,2016,93.0,Unknown,cancelled,prt,williams_victor@outlook.com,resort hotel,22,online ta,2,0
Unknown,20,13,,2016,60.0,Unknown,cancelled,prt,jonathan_m@outlook.com,resort hotel,20,online ta,1,2
Unknown,24,13,,2016,84.0,Unknown,not cancelled,esp,zvilla@zoho.com,resort hotel,162,groups,3,0
Unknown,24,13,,2016,84.0,Unknown,not cancelled,prt,donald.w@mail.com,resort hotel,136,offline ta/to,3,0
Unknown,27,14,,2016,69.33,Unknown,cancelled,prt,whitehead.alexa@protonmail.com,resort hotel,62,online ta,4,2
Unknown,20,17,,2016,121.0,Unknown,cancelled,prt,duran_anthony78@aol.com,resort hotel,50,online ta,5,2
